Year,log pop,1990 dummy,2000 dummy,2010 dummy,Road Investment Ever (Treatment group),Treat groupXPost treatment ,,,,
1980,11.36813088,0,0,0,1,0,,,,
1980,10.53797225,0,0,0,1,0,,,,
1980,11.0136166,0,0,0,1,0,,,,
1980,9.840760723,0,0,0,1,0,,,,
1980,10.76536434,0,0,0,1,0,,,,
1980,11.40452701,0,0,0,1,0,,,,
1980,11.48312583,0,0,0,1,0,,,,
1980,11.19988456,0,0,0,1,0,,,,
1980,11.25628976,0,0,0,1,0,,,,
1980,10.57722253,0,0,0,1,0,,,,
1980,10.17103069,0,0,0,1,0,,,,
1980,10.30202875,0,0,0,1,0,,,,
1980,7.932003152,0,0,0,1,0,,,,
1980,9.909071931,0,0,0,1,0,,,,
1980,10.64544871,0,0,0,1,0,,,,
1980,11.33063591,0,0,0,1,0,,,,
1980,11.00599226,0,0,0,1,0,,,,
1980,10.27577498,0,0,0,1,0,,,,
1980,10.48396983,0,0,0,1,0,,,,
1980,11.09288465,0,0,0,1,0,,,,
1980,11.38657962,0,0,0,1,0,,,,
1980,11.33879824,0,0,0,1,0,,,,
1980,11.28774234,0,0,0,1,0,,,,
1980,11.10821507,0,0,0,1,0,,,,
1980,10.57627895,0,0,0,1,0,,,,
1980,10.43872282,0,0,0,1,0,,,,
1980,11.08457037,0,0,0,1,0,,,,
1980,8.759511722,0,0,0,1,0,,,,
1980,11.07865957,0,0,0,1,0,,,,
1980,11.32596918,0,0,0,1,0,,,,
1980,8.95493186,0,0,0,1,0,,,,
1980,10.99206634,0,0,0,1,0,,,,
1980,8.2204031,0,0,0,1,0,,,,
1980,11.46344106,0,0,0,1,0,,,,
1980,11.22720147,0,0,0,1,0,,,,
1980,11.09625784,0,0,0,1,0,,,,
1980,10.30407411,0,0,0,1,0,,,,
1980,11.34742563,0,0,0,1,0,,,,
1980,11.02438305,0,0,0,1,0,,,,
1980,11.37708283,0,0,0,1,0,,,,
1980,11.22817243,0,0,0,1,0,,,,
1980,9.187071745,0,0,0,1,0,,,,
1980,10.90483609,0,0,0,1,0,,,,
1980,10.85123819,0,0,0,1,0,,,,
1980,10.41397312,0,0,0,1,0,,,,
1980,10.18889203,0,0,0,1,0,,,,
1980,8.937087036,0,0,0,1,0,,,,
1980,8.942722331,0,0,0,1,0,,,,
1980,11.0437375,0,0,0,1,0,,,,
1980,10.77976846,0,0,0,1,0,,,,
1980,10.45771743,0,0,0,1,0,,,,
1980,9.455636728,0,0,0,1,0,,,,
1980,11.15218513,0,0,0,1,0,,,,
1980,10.16992045,0,0,0,1,0,,,,
1980,11.30094438,0,0,0,1,0,,,,
1980,10.53966748,0,0,0,1,0,,,,
1980,11.12648327,0,0,0,1,0,,,,
1980,11.07311733,0,0,0,1,0,,,,
1980,11.10146241,0,0,0,1,0,,,,
1980,11.08071076,0,0,0,1,0,,,,
1980,10.72526978,0,0,0,1,0,,,,
1980,10.15073818,0,0,0,1,0,,,,
1980,11.07651134,0,0,0,1,0,,,,
1980,11.41370164,0,0,0,1,0,,,,
1980,10.6639896,0,0,0,1,0,,,,
1980,8.593783794,0,0,0,1,0,,,,
1980,10.13491668,0,0,0,1,0,,,,
1980,10.98566553,0,0,0,1,0,,,,
1980,10.0928261,0,0,0,1,0,,,,
1980,10.71759051,0,0,0,1,0,,,,
1980,9.023287641,0,0,0,1,0,,,,
1980,8.07059354,0,0,0,1,0,,,,
1980,11.00356543,0,0,0,1,0,,,,
1980,10.63014204,0,0,0,1,0,,,,
1980,9.13905917,0,0,0,1,0,,,,
1980,9.928277721,0,0,0,1,0,,,,
1980,11.13906076,0,0,0,1,0,,,,
1980,10.68258305,0,0,0,1,0,,,,
1980,9.46482754,0,0,0,1,0,,,,
1980,10.88894981,0,0,0,1,0,,,,
1980,10.26576676,0,0,0,1,0,,,,
1980,11.23773834,0,0,0,1,0,,,,
1980,11.09895428,0,0,0,1,0,,,,
1980,11.12751295,0,0,0,1,0,,,,
1980,11.3842622,0,0,0,1,0,,,,
1980,9.505841793,0,0,0,1,0,,,,
1980,11.42448762,0,0,0,1,0,,,,
1980,11.43945114,0,0,0,1,0,,,,
1980,11.12614471,0,0,0,1,0,,,,
1980,9.540722674,0,0,0,1,0,,,,
1980,11.41176722,0,0,0,1,0,,,,
1980,10.97103908,0,0,0,1,0,,,,
1980,11.22920885,0,0,0,1,0,,,,
1980,8.167351987,0,0,0,1,0,,,,
1980,10.85180007,0,0,0,1,0,,,,
1980,8.371010681,0,0,0,1,0,,,,
1980,10.41897231,0,0,0,1,0,,,,
1980,10.70629599,0,0,0,1,0,,,,
1980,11.1370677,0,0,0,1,0,,,,
1980,7.669495251,0,0,0,1,0,,,,
1980,11.40010385,0,0,0,1,0,,,,
1980,7.476472381,0,0,0,1,0,,,,
1980,11.39503117,0,0,0,1,0,,,,
1980,11.09668248,0,0,0,1,0,,,,
1980,10.1626544,0,0,0,1,0,,,,
1980,11.11267175,0,0,0,1,0,,,,
1980,11.04397728,0,0,0,1,0,,,,
1980,11.29931136,0,0,0,1,0,,,,
1980,10.13852015,0,0,0,1,0,,,,
1980,9.018574356,0,0,0,1,0,,,,
1980,11.3223822,0,0,0,1,0,,,,
1980,11.03390531,0,0,0,1,0,,,,
1980,10.77281246,0,0,0,1,0,,,,
1980,11.42584136,0,0,0,1,0,,,,
1980,10.47903293,0,0,0,1,0,,,,
1980,10.87615862,0,0,0,1,0,,,,
1980,10.97079835,0,0,0,1,0,,,,
1980,10.55747802,0,0,0,1,0,,,,
1980,10.08067093,0,0,0,1,0,,,,
1980,9.673822784,0,0,0,1,0,,,,
1980,11.45458635,0,0,0,1,0,,,,
1980,10.42198368,0,0,0,1,0,,,,
1980,10.59127037,0,0,0,1,0,,,,
1980,9.437794619,0,0,0,1,0,,,,
1980,9.317938383,0,0,0,1,0,,,,
1980,9.608176453,0,0,0,1,0,,,,
1980,10.196754,0,0,0,1,0,,,,
1980,8.248790734,0,0,0,1,0,,,,
1980,10.55302239,0,0,0,1,0,,,,
1980,10.71363969,0,0,0,1,0,,,,
1980,8.95312284,0,0,0,1,0,,,,
1980,10.05078624,0,0,0,1,0,,,,
1980,11.00008114,0,0,0,1,0,,,,
1980,11.00973727,0,0,0,1,0,,,,
1980,11.31915866,0,0,0,1,0,,,,
1980,11.36189325,0,0,0,1,0,,,,
1980,11.33294916,0,0,0,1,0,,,,
1980,11.40687582,0,0,0,1,0,,,,
1980,10.80314064,0,0,0,1,0,,,,
1980,9.265585846,0,0,0,1,0,,,,
1980,10.2287905,0,0,0,1,0,,,,
1980,10.26109206,0,0,0,1,0,,,,
1980,10.37152049,0,0,0,1,0,,,,
1980,11.1132088,0,0,0,1,0,,,,
1980,11.41986675,0,0,0,1,0,,,,
1980,9.776733144,0,0,0,1,0,,,,
1980,11.2350617,0,0,0,1,0,,,,
1980,11.062395,0,0,0,1,0,,,,
1980,11.17365532,0,0,0,1,0,,,,
1980,10.8107779,0,0,0,1,0,,,,
1980,11.42942428,0,0,0,1,0,,,,
1980,10.06942563,0,0,0,1,0,,,,
1980,10.30464339,0,0,0,1,0,,,,
1980,10.23045043,0,0,0,1,0,,,,
1980,10.64552013,0,0,0,1,0,,,,
1980,9.670735487,0,0,0,1,0,,,,
1980,10.79779849,0,0,0,1,0,,,,
1980,10.65393619,0,0,0,1,0,,,,
1980,11.23984296,0,0,0,1,0,,,,
1980,9.788749875,0,0,0,1,0,,,,
1980,11.42802096,0,0,0,1,0,,,,
1980,11.31959554,0,0,0,1,0,,,,
1980,9.794174793,0,0,0,1,0,,,,
1980,10.87564809,0,0,0,1,0,,,,
1980,11.35846807,0,0,0,1,0,,,,
1980,10.45524396,0,0,0,1,0,,,,
1980,10.88128722,0,0,0,1,0,,,,
1980,11.07621734,0,0,0,1,0,,,,
1980,11.0045801,0,0,0,1,0,,,,
1980,7.76937861,0,0,0,1,0,,,,
1980,10.70488357,0,0,0,1,0,,,,
1980,11.31073584,0,0,0,1,0,,,,
1980,10.40731877,0,0,0,1,0,,,,
1980,10.98046754,0,0,0,1,0,,,,
1980,11.50914834,0,0,0,1,0,,,,
1980,9.527265663,0,0,0,1,0,,,,
1980,9.42238253,0,0,0,1,0,,,,
1980,11.19580085,0,0,0,1,0,,,,
1980,10.40347465,0,0,0,1,0,,,,
1980,11.44905872,0,0,0,1,0,,,,
1980,10.98762897,0,0,0,1,0,,,,
1980,9.875499516,0,0,0,1,0,,,,
1980,11.18874537,0,0,0,1,0,,,,
1980,10.72287083,0,0,0,1,0,,,,
1980,10.93035318,0,0,0,1,0,,,,
1980,10.77369246,0,0,0,1,0,,,,
1980,10.93244604,0,0,0,1,0,,,,
1980,10.61275411,0,0,0,1,0,,,,
1980,10.00256336,0,0,0,1,0,,,,
1980,10.47593495,0,0,0,1,0,,,,
1980,11.37525982,0,0,0,1,0,,,,
1980,11.29582611,0,0,0,1,0,,,,
1980,10.27512007,0,0,0,1,0,,,,
1980,11.42333987,0,0,0,1,0,,,,
1980,11.38460334,0,0,0,1,0,,,,
1980,10.7419897,0,0,0,1,0,,,,
1980,11.14520402,0,0,0,1,0,,,,
1980,8.582231588,0,0,0,1,0,,,,
1980,10.55825766,0,0,0,1,0,,,,
1980,7.786136438,0,0,0,1,0,,,,
1980,9.310999855,0,0,0,1,0,,,,
1980,10.64609134,0,0,0,1,0,,,,
1980,9.854139733,0,0,0,1,0,,,,
1980,11.3830787,0,0,0,1,0,,,,
1980,11.49778137,0,0,0,1,0,,,,
1980,11.45505268,0,0,0,1,0,,,,
1980,11.06696643,0,0,0,1,0,,,,
1980,11.27245771,0,0,0,1,0,,,,
1980,11.45156057,0,0,0,1,0,,,,
1980,10.84456845,0,0,0,1,0,,,,
1980,11.14265857,0,0,0,1,0,,,,
1980,9.528648638,0,0,0,1,0,,,,
1980,9.602112153,0,0,0,1,0,,,,
1980,7.862497197,0,0,0,1,0,,,,
1980,9.49122439,0,0,0,1,0,,,,
1980,11.16513947,0,0,0,1,0,,,,
1980,11.18393517,0,0,0,1,0,,,,
1980,9.602787783,0,0,0,1,0,,,,
1980,10.35875818,0,0,0,1,0,,,,
1980,11.19004445,0,0,0,1,0,,,,
1980,10.60390822,0,0,0,1,0,,,,
1980,11.08711478,0,0,0,1,0,,,,
1980,11.38331779,0,0,0,1,0,,,,
1980,10.916905,0,0,0,1,0,,,,
1980,9.03539157,0,0,0,1,0,,,,
1980,10.2465452,0,0,0,1,0,,,,
1980,9.862925941,0,0,0,1,0,,,,
1980,10.62917452,0,0,0,1,0,,,,
1980,10.14525657,0,0,0,1,0,,,,
1980,10.85518404,0,0,0,1,0,,,,
1980,10.70613915,0,0,0,1,0,,,,
1980,9.782562085,0,0,0,1,0,,,,
1980,10.04589816,0,0,0,1,0,,,,
1980,10.87045239,0,0,0,1,0,,,,
1980,10.77538743,0,0,0,1,0,,,,
1980,10.90503813,0,0,0,1,0,,,,
1980,9.347664563,0,0,0,1,0,,,,
1980,11.22636277,0,0,0,1,0,,,,
1980,10.41349284,0,0,0,1,0,,,,
1980,9.575955235,0,0,0,1,0,,,,
1980,9.691654792,0,0,0,1,0,,,,
1980,10.17007366,0,0,0,1,0,,,,
1980,8.736328721,0,0,0,1,0,,,,
1980,10.99609854,0,0,0,1,0,,,,
1980,11.51114388,0,0,0,1,0,,,,
1980,10.90067601,0,0,0,1,0,,,,
1980,10.93123021,0,0,0,1,0,,,,
1980,7.599901959,0,0,0,1,0,,,,
1980,11.04400924,0,0,0,1,0,,,,
1980,11.40424834,0,0,0,1,0,,,,
1980,9.601774167,0,0,0,1,0,,,,
1980,11.185629,0,0,0,1,0,,,,
1980,10.85114128,0,0,0,1,0,,,,
1980,11.07291549,0,0,0,1,0,,,,
1980,10.55745202,0,0,0,1,0,,,,
1980,10.57018808,0,0,0,1,0,,,,
1980,11.42163221,0,0,0,1,0,,,,
1980,9.200492036,0,0,0,1,0,,,,
1980,8.512984347,0,0,0,1,0,,,,
1980,9.82908723,0,0,0,1,0,,,,
1980,11.49095589,0,0,0,1,0,,,,
1980,8.219326094,0,0,0,1,0,,,,
1980,10.86647101,0,0,0,1,0,,,,
1980,9.584108393,0,0,0,1,0,,,,
1980,9.46374151,0,0,0,1,0,,,,
1980,8.900139988,0,0,0,1,0,,,,
1980,10.7983912,0,0,0,1,0,,,,
1980,9.814055065,0,0,0,1,0,,,,
1980,10.25072309,0,0,0,1,0,,,,
1980,11.16911034,0,0,0,1,0,,,,
1980,11.23947497,0,0,0,1,0,,,,
1980,11.00652338,0,0,0,1,0,,,,
1980,10.29258612,0,0,0,1,0,,,,
1980,10.47762595,0,0,0,1,0,,,,
1980,10.77058804,0,0,0,1,0,,,,
1980,8.418256444,0,0,0,1,0,,,,
1980,10.99767339,0,0,0,1,0,,,,
1980,11.46230563,0,0,0,1,0,,,,
1980,10.11718665,0,0,0,1,0,,,,
1980,9.855609472,0,0,0,1,0,,,,
1980,11.36800373,0,0,0,1,0,,,,
1980,11.10357281,0,0,0,1,0,,,,
1980,11.36292782,0,0,0,1,0,,,,
1980,10.02875363,0,0,0,1,0,,,,
1980,10.51279106,0,0,0,1,0,,,,
1980,10.94695704,0,0,0,1,0,,,,
1980,11.48272396,0,0,0,1,0,,,,
1980,11.20812436,0,0,0,1,0,,,,
1980,10.3273818,0,0,0,1,0,,,,
1980,9.195023668,0,0,0,1,0,,,,
1980,10.2797298,0,0,0,1,0,,,,
1980,11.46012577,0,0,0,1,0,,,,
1980,10.74257321,0,0,0,1,0,,,,
1980,10.51986167,0,0,0,1,0,,,,
1980,11.0154273,0,0,0,1,0,,,,
1980,9.389490238,0,0,0,1,0,,,,
1980,11.37592521,0,0,0,1,0,,,,
1980,11.25329945,0,0,0,1,0,,,,
1980,10.87221892,0,0,0,1,0,,,,
1980,11.21044104,0,0,0,1,0,,,,
1980,10.42189437,0,0,0,1,0,,,,
1980,10.0739052,0,0,0,1,0,,,,
1980,10.67079092,0,0,0,1,0,,,,
1980,11.41275148,0,0,0,1,0,,,,
1980,10.96451912,0,0,0,1,0,,,,
1980,11.07328808,0,0,0,1,0,,,,
1980,10.59383081,0,0,0,1,0,,,,
1980,10.59893209,0,0,0,1,0,,,,
1980,11.1441924,0,0,0,1,0,,,,
1980,9.03990786,0,0,0,1,0,,,,
1980,10.82123722,0,0,0,1,0,,,,
1980,10.8024083,0,0,0,1,0,,,,
1980,9.228867677,0,0,0,1,0,,,,
1980,9.757478638,0,0,0,1,0,,,,
1980,10.21306565,0,0,0,1,0,,,,
1980,10.86442655,0,0,0,1,0,,,,
1980,11.16237459,0,0,0,1,0,,,,
1980,10.30474382,0,0,0,1,0,,,,
1980,11.43030444,0,0,0,1,0,,,,
1980,10.87978154,0,0,0,1,0,,,,
1980,11.15732138,0,0,0,1,0,,,,
1980,10.67364207,0,0,0,1,0,,,,
1980,11.08349548,0,0,0,1,0,,,,
1980,10.18437157,0,0,0,1,0,,,,
1980,10.40010268,0,0,0,1,0,,,,
1980,10.64513914,0,0,0,1,0,,,,
1980,10.98004167,0,0,0,1,0,,,,
1980,10.47948275,0,0,0,1,0,,,,
1980,10.90268458,0,0,0,1,0,,,,
1980,7.944492164,0,0,0,1,0,,,,
1980,11.25215793,0,0,0,1,0,,,,
1980,9.631219406,0,0,0,1,0,,,,
1980,11.16654026,0,0,0,1,0,,,,
1980,10.79628445,0,0,0,1,0,,,,
1980,10.67204364,0,0,0,1,0,,,,
1980,11.15479232,0,0,0,1,0,,,,
1980,10.67435937,0,0,0,1,0,,,,
1980,10.89783132,0,0,0,1,0,,,,
1980,10.74302682,0,0,0,1,0,,,,
1980,10.89906994,0,0,0,1,0,,,,
1980,11.20862609,0,0,0,1,0,,,,
1980,9.717338681,0,0,0,1,0,,,,
1980,11.23921204,0,0,0,1,0,,,,
1980,10.57775768,0,0,0,1,0,,,,
1980,10.81955826,0,0,0,1,0,,,,
1980,11.23763299,0,0,0,1,0,,,,
1980,11.13304038,0,0,0,1,0,,,,
1980,10.89592418,0,0,0,1,0,,,,
1980,10.05078624,0,0,0,1,0,,,,
1980,10.63127768,0,0,0,1,0,,,,
1980,11.20933079,0,0,0,1,0,,,,
1980,9.934889316,0,0,0,1,0,,,,
1980,10.5488091,0,0,0,1,0,,,,
1980,10.73806919,0,0,0,1,0,,,,
1980,10.90139514,0,0,0,1,0,,,,
1980,11.37661307,0,0,0,1,0,,,,
1980,11.10146241,0,0,0,1,0,,,,
1980,11.19717308,0,0,0,1,0,,,,
1980,10.46256034,0,0,0,1,0,,,,
1980,10.87885818,0,0,0,1,0,,,,
1980,9.871893681,0,0,0,1,0,,,,
1980,10.26507043,0,0,0,1,0,,,,
1980,11.07423444,0,0,0,1,0,,,,
1980,11.32051721,0,0,0,1,0,,,,
1980,11.50799332,0,0,0,1,0,,,,
1980,10.64253979,0,0,0,1,0,,,,
1980,11.01153849,0,0,0,1,0,,,,
1980,10.94369359,0,0,0,1,0,,,,
1980,9.744022778,0,0,0,1,0,,,,
1980,11.5000631,0,0,0,1,0,,,,
1980,10.43373338,0,0,0,1,0,,,,
1980,10.35408535,0,0,0,1,0,,,,
1980,11.44149391,0,0,0,1,0,,,,
1980,9.822331726,0,0,0,1,0,,,,
1980,10.24945033,0,0,0,1,0,,,,
1980,11.05454997,0,0,0,1,0,,,,
1980,10.66228201,0,0,0,1,0,,,,
1980,10.22401187,0,0,0,1,0,,,,
1980,10.60631275,0,0,0,1,0,,,,
1980,11.19931001,0,0,0,1,0,,,,
1980,11.49688754,0,0,0,1,0,,,,
1980,11.19411042,0,0,0,1,0,,,,
1980,10.55244771,0,0,0,1,0,,,,
1980,11.06179854,0,0,0,1,0,,,,
1980,10.20240626,0,0,0,1,0,,,,
1980,11.0659819,0,0,0,1,0,,,,
1980,9.650078074,0,0,0,1,0,,,,
1980,10.09278472,0,0,0,1,0,,,,
1980,9.834405391,0,0,0,1,0,,,,
1980,11.10390404,0,0,0,1,0,,,,
1980,10.86526777,0,0,0,1,0,,,,
1980,11.38821222,0,0,0,1,0,,,,
1980,11.40869764,0,0,0,1,0,,,,
1980,11.44108569,0,0,0,1,0,,,,
1980,9.043104453,0,0,0,1,0,,,,
1980,11.37678496,0,0,0,1,0,,,,
1980,11.30496605,0,0,0,1,0,,,,
1980,11.04826752,0,0,0,1,0,,,,
1980,10.49385422,0,0,0,1,0,,,,
1980,11.15831981,0,0,0,1,0,,,,
1980,10.37286599,0,0,0,1,0,,,,
1980,10.37192746,0,0,0,1,0,,,,
1980,10.90281343,0,0,0,1,0,,,,
1980,9.245900547,0,0,0,1,0,,,,
1980,10.68741193,0,0,0,1,0,,,,
1980,8.682368589,0,0,0,1,0,,,,
1980,7.200424893,0,0,0,1,0,,,,
1980,11.0214285,0,0,0,1,0,,,,
1980,11.40412571,0,0,0,1,0,,,,
1980,11.44181607,0,0,0,1,0,,,,
1980,10.21687392,0,0,0,1,0,,,,
1980,11.51270544,0,0,0,1,0,,,,
1980,10.86339318,0,0,0,1,0,,,,
1980,10.76365228,0,0,0,1,0,,,,
1980,9.871893681,0,0,0,1,0,,,,
1980,10.9991622,0,0,0,1,0,,,,
1980,9.01371703,0,0,0,1,0,,,,
1980,9.275191344,0,0,0,1,0,,,,
1980,10.99958,0,0,0,1,0,,,,
1980,11.33623602,0,0,0,1,0,,,,
1980,11.22975321,0,0,0,1,0,,,,
1980,9.497547332,0,0,0,1,0,,,,
1980,10.8872313,0,0,0,1,0,,,,
1980,11.47798199,0,0,0,1,0,,,,
1980,11.05042958,0,0,0,1,0,,,,
1980,11.27829115,0,0,0,1,0,,,,
1980,10.95745109,0,0,0,1,0,,,,
1980,10.87685781,0,0,0,1,0,,,,
1980,10.80730076,0,0,0,1,0,,,,
1980,10.94376426,0,0,0,1,0,,,,
1980,10.56041152,0,0,0,1,0,,,,
1980,11.03269371,0,0,0,1,0,,,,
1980,11.48115612,0,0,0,1,0,,,,
1980,10.05018193,0,0,0,1,0,,,,
1980,9.068546366,0,0,0,1,0,,,,
1980,10.28670705,0,0,0,1,0,,,,
1980,10.49002344,0,0,0,1,0,,,,
1980,10.52015857,0,0,0,1,0,,,,
1980,8.61395686,0,0,0,1,0,,,,
1980,8.935245415,0,0,0,1,0,,,,
1980,10.3265961,0,0,0,1,0,,,,
1980,11.42423632,0,0,0,1,0,,,,
1980,10.88192645,0,0,0,1,0,,,,
1980,9.26926944,0,0,0,1,0,,,,
1980,11.2137914,0,0,0,1,0,,,,
1980,10.74268123,0,0,0,1,0,,,,
1980,10.81442398,0,0,0,1,0,,,,
1980,8.767796256,0,0,0,1,0,,,,
1980,11.0451274,0,0,0,1,0,,,,
1980,9.477845247,0,0,0,1,0,,,,
1980,10.81975828,0,0,0,1,0,,,,
1980,11.23049624,0,0,0,1,0,,,,
1980,11.39900621,0,0,0,1,0,,,,
1980,8.049427057,0,0,0,1,0,,,,
1980,10.94521198,0,0,0,1,0,,,,
1980,9.595262579,0,0,0,1,0,,,,
1980,11.17608116,0,0,0,1,0,,,,
1980,11.36595561,0,0,0,1,0,,,,
1980,11.38011381,0,0,0,1,0,,,,
1980,9.021960501,0,0,0,1,0,,,,
1980,11.1282331,0,0,0,1,0,,,,
1980,11.32065054,0,0,0,1,0,,,,
1980,11.25070319,0,0,0,1,0,,,,
1980,10.61499024,0,0,0,1,0,,,,
1980,10.97297994,0,0,0,1,0,,,,
1980,10.72478605,0,0,0,1,0,,,,
